FifaIndex,short_name,competition,club,games_played,goals,assists,minutes
10,E. Hazard,Ligue 1,,38,7,11,"3,083"
10,E. Hazard,Coupe de France,,5,3,0,406
10,E. Hazard,Europe League,,7,0,1,384
10,E. Hazard,Coupe de la Ligue,,2,2,1,134
10,E. Hazard,Europa League Quali,,2,0,1,103
9,E. Hazard,Ligue 1,,37,5,10,"2,688"
9,E. Hazard,Europe League,,9,2,3,658
9,E. Hazard,Coupe de la Ligue,,2,1,0,149
9,E. Hazard,Coupe de France,,1,0,0,54
9,E. Hazard,Europa League Quali,,3,2,0,169
8,E. Hazard,Ligue 1,,30,4,2,"1,261"
8,E. Hazard,Coupe de France,,4,2,2,317
8,E. Hazard,Coupe de la Ligue,,1,0,0,120
7,E. Hazard,Ligue 1,,4,0,0,33
21,Neymar Jr,Ligue 1,,1,0,0,66
20,Neymar Jr,Ligue 1,,18,9,6,"1,416"
20,Neymar Jr,Coupe de France,,3,1,2,136
20,Neymar Jr,Champions League,,9,6,3,746
20,Neymar Jr,Trophée des Champions,,1,1,0,25
19,Neymar Jr,Champions League,,7,3,4,584
19,Neymar Jr,Coupe de la Ligue,,3,1,2,300
19,Neymar Jr,Coupe de France,,2,2,0,180
19,Neymar Jr,Ligue 1,,15,13,6,"1,322"
18,Neymar Jr,Ligue 1,,17,15,8,"1,443"
18,Neymar Jr,Coupe de France,,3,2,3,272
18,Neymar Jr,Coupe de la Ligue,,1,1,0,90
18,Neymar Jr,Champions League,,6,5,2,532
18,Neymar Jr,Trophée des Champions,,1,0,0,14
17,Neymar Jr,Ligue 1,,20,19,13,"1,797"
17,Neymar Jr,Champions League,,7,6,3,630
17,Neymar Jr,Coupe de la Ligue,,2,1,0,180
17,Neymar Jr,Coupe de France,,1,2,0,90
16,Neymar Jr,Copa del Rey,,6,3,3,522
16,Neymar Jr,LaLiga,,30,13,14,"2,653"
16,Neymar Jr,Champions League,,9,4,9,797
15,Neymar Jr,Copa del Rey,,5,4,2,480
15,Neymar Jr,LaLiga,,34,24,16,"3,056"
15,Neymar Jr,Champions League,,9,3,5,810
15,Neymar Jr,FIFA Club World Cup,,1,0,2,88
14,Neymar Jr,Champions League,,12,10,0,"1,025"
14,Neymar Jr,Copa del Rey,,6,7,1,503
14,Neymar Jr,LaLiga,,33,22nd,9,"2,570"
13,Neymar Jr,LaLiga,,26,9,10,"1,736"
13,Neymar Jr,Copa del Rey,,3,1,0,206
13,Neymar Jr,Champions League,,10,4,5,775
13,Neymar Jr,Supercopa,,2,1,0,121
13,Neymar Jr,Série A,,1,0,0,90
12,Neymar Jr,Série A,,17,14,7,"1,493"
12,Neymar Jr,Recopa Sudamericana,,2,1,0,180
12,Neymar Jr,Libertadores,,12,8,3,"1,110"
11,Neymar Jr,FIFA Club World Cup,,2,1,0,180
11,Neymar Jr,Série A,,21,13,5,"1,882"
11,Neymar Jr,Libertadores,,13,6,3,"1,133"
10,Neymar Jr,Série A,,31,17,9,"2,654"
10,Neymar Jr,Copa Sudamericana,,2,0,1,134
9,Neymar Jr,Série A,,33,10,7,"1,621"
21,Lucas Moura,Premier League,,3,0,0,179
21,Lucas Moura,UECL qual,,1,0,0,84
20,Lucas Moura,Premier League,,30,3,4,"1,401"
20,Lucas Moura,EFL Cup,,4,0,0,218
20,Lucas Moura,Europe League,,10,4,1,594
20,Lucas Moura,FA Cup,,3,1,2,210
20,Lucas Moura,Europa League Quali,,3,1,1,131
19,Lucas Moura,Premier League,,35,4,4,"2,246"
19,Lucas Moura,Champions League,,6,1,1,401
19,Lucas Moura,FA Cup,,5,2,0,401
19,Lucas Moura,EFL Cup,,1,0,0,90
18,Lucas Moura,Champions League,,12,5,0,724
18,Lucas Moura,Premier League,,32,10,1,2127
18,Lucas Moura,FA Cup,,2,0,1,171
18,Lucas Moura,EFL Cup,,3,0,0,150
17,Lucas Moura,Premier League,,6,0,1,208
17,Lucas Moura,FA Cup,,4,1,3,248
17,Lucas Moura,Champions League,,1,0,0,1
17,Lucas Moura,Coupe de France,,0,0,0,0
17,Lucas Moura,Ligue 1,,5,1,1,71
17,Lucas Moura,Coupe de la Ligue,,1,0,0,8
17,Lucas Moura,Champions League,,0,0,0,0
16,Lucas Moura,Coupe de France,,5,3,3,278
16,Lucas Moura,Ligue 1,,37,12,4,"2,435"
16,Lucas Moura,Coupe de la Ligue,,3,2,1,163
16,Lucas Moura,Champions League,,7,1,1,512
16,Lucas Moura,Trophée des Champions,,1,1,0,90
15,Lucas Moura,Coupe de France,,6,1,1,187
15,Lucas Moura,Ligue 1,,36,9,4,"2,327"
15,Lucas Moura,Coupe de la Ligue,,4,1,0,207
15,Lucas Moura,Champions League,,9,2,0,366
15,Lucas Moura,Trophée des Champions,,1,0,0,82
14,Lucas Moura,Coupe de France,,4,1,0,203
14,Lucas Moura,Ligue 1,,29,7,6,"1,899"
14,Lucas Moura,Champions League,,8,0,1,506
14,Lucas Moura,Coupe de la Ligue,,4,0,3,270
14,Lucas Moura,Trophée des Champions,,1,0,0,4
13,Lucas Moura,Ligue 1,,36,5,13,"1,929"
13,Lucas Moura,Coupe de la Ligue,,4,0,2,340
13,Lucas Moura,Champions League,,10,0,1,494
13,Lucas Moura,Coupe de France,,2,0,0,117
13,Lucas Moura,Trophée des Champions,,1,0,1,90
12,Lucas Moura,Ligue 1,,10,0,5,738
12,Lucas Moura,Champions League,,4,0,1,316
12,Lucas Moura,Coupe de France,,1,0,0,14
12,Lucas Moura,Copa Sudamericana,,9,2,3,756
12,Lucas Moura,Série A,,21,6,7,"1,814"
11,Lucas Moura,Série A,,28,9,4,"2,367"
11,Lucas Moura,Copa Sudamericana,,3,1,1,240
10,Lucas Moura,Série A,,25,4,4,"1,855"
21,Marquinhos,Ligue 1,,1,0,0,90
20,Marquinhos,Ligue 1,,25,3,1,2129
20,Marquinhos,Coupe de France,,4,0,0,270
20,Marquinhos,Champions League,,10,3,0,817
20,Marquinhos,Trophée des Champions,,1,0,0,90
19,Marquinhos,Champions League,,11,2,0,970
19,Marquinhos,Coupe de la Ligue,,4,1,0,343
19,Marquinhos,Coupe de France,,2,0,0,180
19,Marquinhos,Ligue 1,,19,3,1,"1,472"
19,Marquinhos,Trophée des Champions,,1,0,0,78
18,Marquinhos,Ligue 1,,30,3,2,"2,695"
18,Marquinhos,Coupe de France,,4,0,0,375
18,Marquinhos,Champions League,,7,1,0,630
18,Marquinhos,Coupe de la Ligue,,2,0,0,135
18,Marquinhos,Trophée des Champions,,1,0,0,26
17,Marquinhos,Ligue 1,,26,0,2,"2,263"
17,Marquinhos,Coupe de France,,3,1,0,270
17,Marquinhos,Coupe de la Ligue,,3,1,0,270
17,Marquinhos,Champions League,,8,0,1,720
17,Marquinhos,Trophée des Champions,,1,0,0,90
16,Marquinhos,Coupe de France,,5,1,0,450
16,Marquinhos,Ligue 1,,29,3,0,"2,499"
16,Marquinhos,Champions League,,8,0,0,720
16,Marquinhos,Coupe de la Ligue,,2,0,0,180
15,Marquinhos,Coupe de France,,5,1,0,370
15,Marquinhos,Ligue 1,,29,1,0,"1,920"
15,Marquinhos,Coupe de la Ligue,,3,0,0,270
15,Marquinhos,Champions League,,6,0,0,540
15,Marquinhos,Trophée des Champions,,0,0,0,0
14,Marquinhos,Coupe de France,,5,0,0,450
14,Marquinhos,Ligue 1,,25,2,0,"1,873"
14,Marquinhos,Champions League,,7,0,0,660
14,Marquinhos,Coupe de la Ligue,,4,0,0,360
14,Marquinhos,Trophée des Champions,,1,0,0,90
13,Marquinhos,Ligue 1,,21,2,0,"1,652"
13,Marquinhos,Coupe de la Ligue,,2,0,0,210
13,Marquinhos,Champions League,,8,3,1,530
13,Marquinhos,Coupe de France,,1,0,0,90
12,Marquinhos,Coppa Italia,,4,0,0,360
12,Marquinhos,Series A,,26,0,0,"2,088"
12,Marquinhos,Série A,,6,0,1,454
12,Marquinhos,Libertadores,,0,0,0,0
20,D. Berardi,Series A,,30,17,8,"2,484"
19,D. Berardi,Series A,,31,14,10,"2,501"
19,D. Berardi,Coppa Italia,,1,0,0,90
18,D. Berardi,Series A,,35,8,3,"2,878"
18,D. Berardi,Coppa Italia,,2,2,1,180
17,D. Berardi,Series A,,31,4,2,"2,309"
17,D. Berardi,Coppa Italia,,2,1,0,115
16,D. Berardi,Series A,,21,5,10,"1,738"
16,D. Berardi,Europa League Quali,,4,5,1,304
15,D. Berardi,Series A,,29,7,6,"2,181"
15,D. Berardi,Primavera A,,1,1,1,90
15,D. Berardi,Coppa Italia,,2,0,1,180
14,D. Berardi,Series A,,32,15,11,"2,679"
14,D. Berardi,Coppa Italia,,2,0,2,83
14,D. Berardi,Primavera B,,1,0,0,90
13,D. Berardi,Series A,,29,16,6,"2,185"
13,D. Berardi,Primavera A,,3,1,0,239
13,D. Berardi,Coppa Italia,,1,0,0,74
12,D. Berardi,Series B,,37,11,6,"2,340"
12,D. Berardi,Coppa Italia,,2,0,0,88
11,D. Berardi,Primavera A,,18,5,0,"1,404"
11,D. Berardi,Viareggio,,2,0,0,112
10,D. Berardi,Primavera A,,3,0,0,117
21,J. Brandt,Bundesliga,,2,0,0,46
20,J. Brandt,Bundesliga,,31,3,2,"1,490"
20,J. Brandt,DFB Cup,,5,0,0,205
20,J. Brandt,Champions League,,8,0,0,214
20,J. Brandt,DFL Supercup,,1,1,0,76
19,J. Brandt,Bundesliga,,33,3,8,"2,208"
19,J. Brandt,Champions League,,7,2,3,488
19,J. Brandt,DFB Cup,,2,2,2,180
18,J. Brandt,Bundesliga,,33,7,14,"2,675"
18,J. Brandt,Europe League,,7,1,2,408
18,J. Brandt,DFB Cup,,3,2,1,254
17,J. Brandt,Bundesliga,,34,9,5,"2,334"
17,J. Brandt,DFB Cup,,5,3,2,397
16,J. Brandt,Bundesliga,,32,3,11,"2,305"
16,J. Brandt,Champions League,,8,1,0,534
15,J. Brandt,Bundesliga,,29,9,5,"1,618"
15,J. Brandt,Europe League,,4,0,0,290
15,J. Brandt,DFB Cup,,3,1,3,132
15,J. Brandt,Champions League,,6,0,0,86
15,J. Brandt,CL qual,,2,0,0,21
14,J. Brandt,Bundesliga,,25,4,2,"1,108"
14,J. Brandt,DFB Cup,,4,0,3,316
14,J. Brandt,Champions League,,5,0,0,118
14,J. Brandt,CL qual,,1,0,0,7
13,J. Brandt,Bundesliga,,12,2,3,585
13,J. Brandt,Champions League,,2,0,0,67
13,J. Brandt,DFB Cup,,0,0,0,0
13,J. Brandt,Regional League West,,1,1,1,90
13,J. Brandt,U19 Bundesliga North / Northeast,,14,6,11,"1,228"
12,J. Brandt,U19 Bundesliga finals,,3,1,2,300
12,J. Brandt,U19 Bundesliga North / Northeast,,23,13,12,"1,925"
12,J. Brandt,DFB Cup of Juniors,,2,1,0,180
11,J. Brandt,U17 Bundesliga North / Northeast,,25,14,0,"1,736"
20,O. Dembélé,LaLiga,,30,6,3,"1,776"
20,O. Dembélé,Copa del Rey,,6,2,0,334
20,O. Dembélé,Champions League,,6,3,2,381
20,O. Dembélé,Supercopa,,2,0,0,208
19,O. Dembélé,Champions League,,4,0,0,136
19,O. Dembélé,LaLiga,,5,1,0,356
18,O. Dembélé,LaLiga,,29,8,4,"1,669"
18,O. Dembélé,Champions League,,8,3,1,416
18,O. Dembélé,Copa del Rey,,4,2,3,332
18,O. Dembélé,Supercopa,,1,1,0,86
17,O. Dembélé,LaLiga,,17,3,7,930
17,O. Dembélé,Copa del Rey,,3,0,1,57
17,O. Dembélé,Champions League,,3,1,0,143
17,O. Dembélé,DFL Supercup,,1,0,1,120
16,O. Dembélé,DFB Cup,,6,2,2,510
16,O. Dembélé,Bundesliga,,32,6,13,"2,040"
16,O. Dembélé,Champions League,,10,2,6,769
16,O. Dembélé,DFL Supercup,,1,0,0,68
15,O. Dembélé,Ligue 1,,26,12,5,"1,940"
15,O. Dembélé,Coupe de France,,2,0,0,149
15,O. Dembélé,Coupe de la Ligue,,1,0,0,22
20,M. Rashford,Europe League,,7,2,1,436
20,M. Rashford,Premier League,,37,11,11,"2,923"
20,M. Rashford,FA Cup,,3,1,2,226
20,M. Rashford,EFL Cup,,4,1,1,145
20,M. Rashford,Champions League,,6,6,0,416
19,M. Rashford,Europe League,,6,1,2,414
19,M. Rashford,Premier League,,31,17,9,"2,655"
19,M. Rashford,FA Cup,,4,0,0,172
19,M. Rashford,EFL Cup,,3,4,1,232
18,M. Rashford,Premier League,,33,10,9,"2,343"
18,M. Rashford,Champions League,,10,2,1,724
18,M. Rashford,FA Cup,,4,1,1,224
17,M. Rashford,FA Cup,,5,1,0,263
17,M. Rashford,Premier League,,35,7,5,"1,804"
17,M. Rashford,Champions League,,8,3,2,344
17,M. Rashford,EFL Cup,,3,2,2,221
17,M. Rashford,UEFA Super Cup,,1,0,1,44
16,M. Rashford,Europe League,,11,2,4,767
16,M. Rashford,Premier League,,32,5,2,"1,702"
16,M. Rashford,FA Cup,,3,3,0,269 ​​
16,M. Rashford,EFL Cup,,6,1,1,310
16,M. Rashford,Community Shield,,1,0,0,20
15,M. Rashford,FA Cup,,4,1,0,329
15,M. Rashford,Premier League,,11,5,2,861
15,M. Rashford,Europe League,,3,2,0,225
15,M. Rashford,U21 PL,,8,1,0,295
15,M. Rashford,UEFA Youth League,,5,3,0,391
14,M. Rashford,FA Youth Cup,,1,1,0,90
21,K. Mbappé,Ligue 1,,4,3,2,351
20,K. Mbappé,Ligue 1,,31,27,7,"2,387"
20,K. Mbappé,Coupe de France,,5,7,1,343
20,K. Mbappé,Champions League,,10,8,3,900
20,K. Mbappé,Trophée des Champions,,1,0,0,90
19,K. Mbappé,Champions League,,10,5,6,652
19,K. Mbappé,Coupe de France,,3,4,2,213
19,K. Mbappé,Ligue 1,,20,18,7,"1,515"
19,K. Mbappé,Coupe de la Ligue,,3,2,3,248
19,K. Mbappé,Trophée des Champions,,1,1,0,90
18,K. Mbappé,Ligue 1,,29,33,9,"2,326"
18,K. Mbappé,Coupe de France,,4,2,3,356
18,K. Mbappé,Champions League,,8,4,5,701
18,K. Mbappé,Coupe de la Ligue,,2,0,0,121
17,K. Mbappé,Ligue 1,,27,13,7,"2,096"
17,K. Mbappé,Coupe de France,,5,4,3,399
17,K. Mbappé,Coupe de la Ligue,,4,0,2,255
17,K. Mbappé,Champions League,,8,4,3,658
17,K. Mbappé,Ligue 1,,1,0,0,75
17,K. Mbappé,Trophée des Champions,,1,0,0,71
16,K. Mbappé,Ligue 1,,29,15,11,"1,499"
16,K. Mbappé,Champions League,,9,6,0,536
16,K. Mbappé,Coupe de France,,3,2,3,330
16,K. Mbappé,Coupe de la Ligue,,3,3,0,268
15,K. Mbappé,Coupe Gambardella,,2,3,1,180
15,K. Mbappé,Ligue 1,,11,1,1,289
15,K. Mbappé,Coupe de France,,1,0,0,83
15,K. Mbappé,Coupe de la Ligue,,1,0,0,90
15,K. Mbappé,Europe League,,1,0,1,34
14,K. Mbappé,UEFA Youth League,,1,0,1,30
20,João Félix,LaLiga,,31,7,6,"1,567"
20,João Félix,Champions League,,8,3,0,708
20,João Félix,Copa del Rey,,1,0,0,74
19,João Félix,Champions League,,6,3,1,426
19,João Félix,LaLiga,,27,6,1,"1,746"
19,João Félix,Copa del Rey,,1,0,1,120
19,João Félix,Supercopa,,2,0,0,191
18,João Félix,League NOS,,26,15,9,"1,735"
18,João Félix,Europe League,,6,3,1,494
18,João Félix,Taça de Portugal,,6,1,1,365
18,João Félix,Allianz Cup,,2,1,0,180
18,João Félix,Champions League,,1,0,0,77
18,João Félix,CL qual,,2,0,0,15
17,João Félix,League Portugal 2,,17,4,5,"1,134"
17,João Félix,UEFA Youth League,,5,1,0,414
16,João Félix,League Portugal 2,,12,3,0,617
16,João Félix,UEFA Youth League,,10,6,1,807
21,Vinícius Jr.,LaLiga,,3,3,0,133
20,Vinícius Jr.,LaLiga,,35,3,5,"1,971"
20,Vinícius Jr.,Champions League,,12,3,2,638
20,Vinícius Jr.,Copa del Rey,,1,0,0,90
20,Vinícius Jr.,Supercopa,,1,0,0,23
19,Vinícius Jr.,Champions League,,5,1,1,193
19,Vinícius Jr.,LaLiga,,29,3,2,"1,354"
19,Vinícius Jr.,Copa del Rey,,3,1,1,253
19,Vinícius Jr.,Supercopa,,1,0,0,17
18,Vinícius Jr.,LaLiga,,18,1,2,864
18,Vinícius Jr.,Champions League,,4,0,2,234
18,Vinícius Jr.,Copa del Rey,,8,2,7,638
18,Vinícius Jr.,FIFA Club World Cup,,1,0,1,6
18,Vinícius Jr.,2ª B - Group I,,5,4,1,428
18,Vinícius Jr.,UEFA Super Cup,,0,0,0,0
18,Vinícius Jr.,Série A,,12,4,3,976
18,Vinícius Jr.,Libertadores,,5,2,0,359
17,Vinícius Jr.,Copa Sudamericana,,7,1,0,203
17,Vinícius Jr.,Série A,,25,3,1,705
21,Lucas Leiva,Series A,,2,0,0,172
20,Lucas Leiva,Series A,,32,0,0,2157
20,Lucas Leiva,Champions League,,5,0,1,356
19,Lucas Leiva,Series A,,25,0,1,"1,816"
19,Lucas Leiva,Coppa Italia,,1,0,0,25
19,Lucas Leiva,Supercoppa Italiana,,1,0,0,64
19,Lucas Leiva,Europe League,,3,0,0,238
18,Lucas Leiva,Series A,,27,0,2,"1,988"
18,Lucas Leiva,Coppa Italia,,5,0,1,480
18,Lucas Leiva,Europe League,,4,0,1,243
17,Lucas Leiva,Series A,,36,2,1,"2,893"
17,Lucas Leiva,Europe League,,9,2,2,668
17,Lucas Leiva,Coppa Italia,,4,0,2,390
17,Lucas Leiva,Supercoppa Italiana,,1,0,0,80
16,Lucas Leiva,Premier League,,24,0,3,"1,103"
16,Lucas Leiva,FA Cup,,3,1,0,270
16,Lucas Leiva,EFL Cup,,4,0,0,360
16,Lucas Leiva,Premier League 2,,1,0,0,45
15,Lucas Leiva,Europe League,,7,0,0,333
15,Lucas Leiva,Premier League,,27,0,1,"1,952"
15,Lucas Leiva,League Cup,,5,0,0,445
15,Lucas Leiva,FA Cup,,1,0,0,120
14,Lucas Leiva,Premier League,,20,0,0,"1,313"
14,Lucas Leiva,FA Cup,,3,0,0,203
14,Lucas Leiva,League Cup,,5,0,0,510
14,Lucas Leiva,Champions League,,4,0,0,255
13,Lucas Leiva,Premier League,,27,0,0,"1,869"
13,Lucas Leiva,U21 PL,,1,0,0,90
13,Lucas Leiva,FA Cup,,1,0,0,44
13,Lucas Leiva,League Cup,,1,0,0,67
12,Lucas Leiva,Premier League,,26,0,1,"1,950"
12,Lucas Leiva,Europe League,,2,0,0,102
12,Lucas Leiva,FA Cup,,1,0,0,90
12,Lucas Leiva,U21 PL,,1,0,0,62
12,Lucas Leiva,Europa League Quali,,2,0,0,111
11,Lucas Leiva,League Cup,,3,0,1,250
11,Lucas Leiva,Premier League,,12,0,0,"1,045"
10,Lucas Leiva,Premier League,,33,0,2,"2,859"
10,Lucas Leiva,Europe League,,8,1,0,470
10,Lucas Leiva,FA Cup,,1,0,0,90
10,Lucas Leiva,League Cup,,1,0,0,120
10,Lucas Leiva,Europa League Quali,,4,0,0,343
9,Lucas Leiva,Premier League,,35,0,2,"2,844"
9,Lucas Leiva,Europe League,,8,1,3,660
9,Lucas Leiva,FA Cup,,2,0,0,210
9,Lucas Leiva,Champions League,,5,0,0,450
8,Lucas Leiva,Premier League,,25,1,2,"1,286"
8,Lucas Leiva,Champions League,,10,1,2,428
8,Lucas Leiva,FA Cup,,2,0,0,120
8,Lucas Leiva,League Cup,,2,1,0,180
7,Lucas Leiva,Premier League,,18,0,4,1105
7,Lucas Leiva,Champions League,,6,0,0,203
7,Lucas Leiva,FA Cup,,4,1,0,272
7,Lucas Leiva,League Cup,,3,0,0,266
7,Lucas Leiva,CL qual,,1,0,0,22
7,Lucas Leiva,Libertadores,,8,1,0,496
7,Lucas Leiva,Série A,,3,0,0,230
6,Lucas Leiva,Série A,,8,0,0,720
20,Ivo,CSL Relegation Stage (2020),,2,1,0,135
20,Ivo,Super League,,9,1,3,617
19,Ivo,Super League,,26,7,5,"2,336"
18,Ivo,Super League,,18,1,7,"1,620"
18,Ivo,Super League,,8,0,1,702
18,Ivo,Chinese FA Cup,,1,0,0,120
17,Ivo,League One,,25,6,8,"2,062"
16,Ivo,Super League,,29,4,8,"2,527"
16,Ivo,Chinese FA Cup,,3,2,1,284
15,Ivo,Super League,,29,7,13,"2,585"
15,Ivo,Chinese FA Cup,,1,0,0,21
14,Ivo,K League relegation round,,4,0,1,348
14,Ivo,K League 1,,29,7,0,"2,159"
13,Ivo,Série A,,16,1,1,"1,056"
12,Ivo,K League relegation round,,12,3,0,932
12,Ivo,K League Classic,,15,1,0,"1,090"
12,Ivo,Korean FA Cup,,2,1,0,179
11,Ivo,Série B,,26,2,0,"1,065"
10,Ivo,Série B,,25,3,0,"1,796"
10,Ivo,Série A,,2,0,0,39
9,Ivo,Série B,,22,0,0,"1,551"
7,Ivo,Série A,,13,2,2,528
19,Gelson Fernandes,Bundesliga,,11,0,0,778
19,Gelson Fernandes,Europe League,,5,0,0,239
19,Gelson Fernandes,DFB Cup,,2,0,0,165
19,Gelson Fernandes,Europa League Quali,,4,0,0,174
18,Gelson Fernandes,Bundesliga,,28,1,0,"2,253"
18,Gelson Fernandes,Europe League,,9,0,0,773
18,Gelson Fernandes,DFL Supercup,,0,0,0,0
17,Gelson Fernandes,Bundesliga,,19,0,0,"1,034"
17,Gelson Fernandes,DFB Cup,,3,0,0,104
16,Gelson Fernandes,Ligue 1,,27,0,0,"1,837"
16,Gelson Fernandes,Coupe de la Ligue,,1,0,0,44
15,Gelson Fernandes,Ligue 1,,33,1,1,"2,902"
15,Gelson Fernandes,Coupe de France,,2,0,0,203
15,Gelson Fernandes,Coupe de la Ligue,,2,0,0,98
14,Gelson Fernandes,Ligue 1,,33,0,0,"2,799"
14,Gelson Fernandes,Coupe de France,,2,0,0,197
14,Gelson Fernandes,Coupe de la Ligue,,1,0,0,6
13,Gelson Fernandes,Bundesliga,,30,1,2,"2,216"
13,Gelson Fernandes,Europe League,,5,0,0,390
13,Gelson Fernandes,DFB Cup,,3,0,0,300
12,Gelson Fernandes,Super League,,14,0,0,"1,215"
12,Gelson Fernandes,Swiss Cup,,2,0,0,171
12,Gelson Fernandes,Allianz Cup,,0,0,0,0
12,Gelson Fernandes,League Sagres,,6,0,0,388
12,Gelson Fernandes,Europe League,,6,0,0,437
12,Gelson Fernandes,Taça de Portugal,,0,0,0,0
11,Gelson Fernandes,Series A,,16,1,1,"1,131"
11,Gelson Fernandes,Coppa Italia,,1,0,0,90
11,Gelson Fernandes,Championship,,15,1,2,961
11,Gelson Fernandes,League Cup,,3,0,0,58
10,Gelson Fernandes,Series A,,29,2,2,"2,336"
10,Gelson Fernandes,Primavera final round,,1,0,0,29
10,Gelson Fernandes,Ligue 1,,0,0,0,0
9,Gelson Fernandes,Ligue 1,,33,0,0,"2,544"
9,Gelson Fernandes,Coupe de France,,3,0,0,267
9,Gelson Fernandes,Coupe de la Ligue,,2,0,0,96
8,Gelson Fernandes,Premier League,,17,1,0,491
8,Gelson Fernandes,UEFA Cup,,5,0,0,206
8,Gelson Fernandes,FA Cup,,1,0,0,60
8,Gelson Fernandes,League Cup,,1,1,0,120
8,Gelson Fernandes,UEFA-Cup Quali,,3,0,0,169
7,Gelson Fernandes,Premier League,,26,2,0,1956
7,Gelson Fernandes,FA Cup,,3,0,0,117
7,Gelson Fernandes,League Cup,,3,0,0,170
6,Gelson Fernandes,Super League,,34,1,0,"2,832"
6,Gelson Fernandes,Swisscom Cup,,3,2,0,270
6,Gelson Fernandes,UEFA Cup,,2,1,0,180
6,Gelson Fernandes,UEFA-Cup Quali,,2,0,0,180
5,Gelson Fernandes,Super League Barrage,,2,0,0,180
5,Gelson Fernandes,Challenge League,,22,0,0,"1,675"
5,Gelson Fernandes,Swisscom Cup,,5,0,0,437
4,Gelson Fernandes,Challenge League,,9,0,0,364
4,Gelson Fernandes,Swisscom Cup,,1,0,0,10
3,Gelson Fernandes,Challenge League,,28,0,0,"2,265"
2,Gelson Fernandes,Promotion / Relegation Round NLA / NLB,,6,0,0,219
21,J. Dahlin,CL qual,,8,0,0,2
21,J. Dahlin,Allsvenskan,,7,0,0,5
20,J. Dahlin,Allsvenskan,,14,0,0,5
19,J. Dahlin,Svenska Cupen,,6,0,0,3
19,J. Dahlin,Europe League,,8,0,0,2
19,J. Dahlin,Europa League Quali,,6,0,0,4
19,J. Dahlin,Allsvenskan,,29,0,0,16
18,J. Dahlin,Europe League,,8,0,0,2
18,J. Dahlin,Europa League Quali,,2,0,0,1
18,J. Dahlin,CL qual,,6,0,0,4
18,J. Dahlin,Allsvenskan,,25,0,0,10
17,J. Dahlin,Svenska Cupen,,7,0,0,4
17,J. Dahlin,Allsvenskan,,11,0,0,6
17,J. Dahlin,U21 Allsvenskan Södra,,1,0,0,1
16,J. Dahlin,Superligaen Releg.,,1,0,0,1
16,J. Dahlin,Superligaen Meisterr.,,9,0,0,0
16,J. Dahlin,Sydbank trophies,,4,0,0,1
16,J. Dahlin,Super league,,15,0,0,5
16,J. Dahlin,Europa League Quali,,8,0,0,4
15,J. Dahlin,Super league,,4,0,0,3
15,J. Dahlin,Europe League,,0,0,0,0
15,J. Dahlin,Europa League Quali,,2,0,0,1
15,J. Dahlin,CL qual,,3,0,0,2
14,J. Dahlin,Super league,,10,0,0,4
14,J. Dahlin,Super Lig,,10,0,0,2
14,J. Dahlin,Türkiye Kupasi,,0,0,0,0
13,J. Dahlin,Super Lig,,9,0,0,3
13,J. Dahlin,Europa League Quali,,6,0,0,5
13,J. Dahlin,Allsvenskan,,22,0,0,8
12,J. Dahlin,Svenska Cupen,,0,0,0,0
13,J. Dahlin,U21 Allsvenskan Södra,,3,0,0,1
11,J. Dahlin,Svenska Cupen,,3,0,0,1
12,J. Dahlin,Allsvenskan,,29,0,0,12
11,J. Dahlin,Europe League,,6,0,0,1
11,J. Dahlin,CL qual,,0,0,0,0
11,J. Dahlin,Allsvenskan,,12,0,0,4
10,J. Dahlin,Allsvenskan,,29,0,0,15
9,J. Dahlin,Svenska Cupen,,1,0,0,1
9,J. Dahlin,Tippeligaen,,13,0,0,3
9,J. Dahlin,Allsvenskan,,12,0,0,7
8,J. Dahlin,Tippeligaen,,1,0,0,1
8,J. Dahlin,Allsvenskan,,14,0,0,3
7,J. Dahlin,Tippeligaen,,4,0,0,2
6,J. Dahlin,UEFA-Cup Quali,,1,0,0,0
6,J. Dahlin,Tippeligaen,,12,0,0,4
5,J. Dahlin,Tippeligaen,,0,0,0,0
20,J. Harris,National League,,32,1,0,"2,359"
19,J. Harris,National League,,5,0,0,371
19,J. Harris,League Two,,25,1,1,"2,205"
19,J. Harris,EFL Trophy,,1,0,0,90
19,J. Harris,EFL Cup,,2,0,0,180
18,J. Harris,League Two Playoffs,,3,0,0,233
18,J. Harris,League Two,,21,1,0,"1,317"
18,J. Harris,FA Cup,,5,0,0,399
18,J. Harris,EFL Trophy,,3,1,0,270
18,J. Harris,EFL Cup,,1,0,0,19
17,J. Harris,National League Playoffs,,2,0,0,70
17,J. Harris,National League,,38,0,2,"2,455"
17,J. Harris,FA Cup,,1,0,0,25
16,J. Harris,National League,,31,4,4,"2,388"
15,J. Harris,National League,,41,3,2,"3,575"
14,J. Harris,Conference,,29,3,2,"1,992"
14,J. Harris,FA Cup,,2,0,0,180
13,J. Harris,Conference,,36,2,2,"3,088"
13,J. Harris,FA Cup,,2,1,0,179
12,J. Harris,National League Playoffs,,3,0,1,268
12,J. Harris,Conference,,37,4,1,"3,256"
12,J. Harris,FA Cup,,1,0,0,90
11,J. Harris,National League Playoffs,,2,0,0,178
11,J. Harris,Conference,,38,3,3,"3,141"
11,J. Harris,FA Cup,,4,0,0,390
10,J. Harris,National League Playoffs,,2,0,0,166
