FifaIndex,short_name,competition,club,games_played,goals,assists,minutes
7,A. Aldrete,North American Super League,,3,0,1,156
6,A. Aldrete,Primera Clausura,,11,0,1,925
6,A. Aldrete,Primera Apertura,,12,0,2,"1,042"
21,Víctor Díaz,LaLiga,,2,0,0,67
20,Víctor Díaz,LaLiga,,17,0,3,820
20,Víctor Díaz,Europe League,,6,0,0,342
20,Víctor Díaz,Copa del Rey,,2,0,0,135
20,Víctor Díaz,Europa League Quali,,3,0,0,270
19,Víctor Díaz,LaLiga,,36,1,6,"2,885"
19,Víctor Díaz,Copa del Rey,,4,0,0,238
18,Víctor Díaz,LaLiga 1 | 2 | 3,,38,2,0,"3,381"
18,Víctor Díaz,Copa del Rey,,1,0,0,44
17,Víctor Díaz,LaLiga 1 | 2 | 3,,38,1,5,"3,410"
17,Víctor Díaz,Copa del Rey,,0,0,0,0
16,Víctor Díaz,LaLiga,,23,1,1,"1,811"
16,Víctor Díaz,Copa del Rey,,2,0,0,180
15,Víctor Díaz,LaLiga2,,39,1,3,"3,344"
15,Víctor Díaz,Copa del Rey,,1,0,0,90
14,Víctor Díaz,LaLiga2,,37,2,2,"3,227"
14,Víctor Díaz,Copa del Rey,,2,0,0,180
13,Víctor Díaz,LaLiga2,,21,2,1,"1,462"
13,Víctor Díaz,Copa del Rey,,2,0,0,210
12,Víctor Díaz,LaLiga2,,30,2,1,"1,544"
12,Víctor Díaz,Copa del Rey,,1,0,0,90
11,Víctor Díaz,2ª B - Group I,,33,1,0,"2,818"
10,Víctor Díaz,2ª B - Group II,,34,2,0,"2,692"
10,Víctor Díaz,Copa del Rey,,2,0,0,240
9,Víctor Díaz,2ª B - Group IV,,28,1,0,"1,872"
8,Víctor Díaz,LaLiga2,,19,0,0,"1,251"
7,Víctor Díaz,League BBVA,,16,0,0,824
21,J. Thomassen,Elite series,,15,2,0,"1,331"
21,J. Thomassen,NM Cup,,1,0,0,90
20,J. Thomassen,Elite series,,24,0,1,"2,100"
19,J. Thomassen,Elite series,,27,1,0,"2,425"
19,J. Thomassen,NM Cup,,3,0,0,270
18,J. Thomassen,Europe League,,6,0,0,506
18,J. Thomassen,Europa League Quali,,7,0,0,630
18,J. Thomassen,Elite series,,27,2,4,"2,385"
18,J. Thomassen,NM Cup,,1,0,0,90
17,J. Thomassen,NM Cup,,6,0,2,525
17,J. Thomassen,Elite series,,26,1,0,"2,259"
16,J. Thomassen,Tippeligaen,,28,1,1,"2,386"
16,J. Thomassen,NM Cup,,1,0,0,90
15,J. Thomassen,Tippeligaen,,5,0,0,450
15,J. Thomassen,NM Cup,,2,0,0,103
14,J. Thomassen,Tippeligaen,,19,1,3,"1,608"
14,J. Thomassen,NM Cup,,4,0,0,273
13,J. Thomassen,Tippeligaen,,11,0,2,693
13,J. Thomassen,NM Cup,,1,0,0,74
12,J. Thomassen,Tippeligaen,,18,0,0,"1,368"
12,J. Thomassen,NM Cup,,3,0,0,271
11,J. Thomassen,Tippeligaen,,27,2,2,"2,366"
11,J. Thomassen,NM Cup,,3,0,1,234
10,J. Thomassen,Relegation to the elite series,,3,0,0,256
10,J. Thomassen,Adeccoligaen,,26,2,1,"2,265"
9,J. Thomassen,Europa League Quali,,2,0,0,180
9,J. Thomassen,Relegation to the elite series,,0,0,0,0
9,J. Thomassen,Tippeligaen,,24,0,4,"1,659"
8,J. Thomassen,Tippeligaen,,14,0,3,896
7,J. Thomassen,Adeccoligaen,,8,2,1,663
